English,Maths,Science,SST,Hindi,GK,study_hours,distraction_time,sleep_time,grade,pass_fail
15,81,93,47,9,81,6.6,4.1,9.6,D,Fail
76,45,2,73,64,90,4.7,0.3,6.2,D,Fail
72,5,88,38,59,27,7.4,4.3,4.2,D,Fail
58,84,1,60,57,59,6.8,2.5,7.2,D,Fail
36,78,91,17,97,62,3.0,2.2,4.1,C,Fail
3,85,6,60,53,87,7.5,0.5,8.6,D,Fail
77,37,0,37,84,28,1.5,0.9,8.0,F,Fail
70,66,46,83,82,34,6.6,0.0,9.5,C,Pass
26,55,22,24,20,60,3.5,4.1,8.7,F,Fail
54,45,31,54,95,4,3.3,1.8,7.0,D,Fail
38,79,96,84,60,8,1.5,4.1,6.1,C,Fail
40,4,41,86,80,75,7.0,3.7,6.6,D,Fail
85,72,28,36,86,12,6.1,1.9,6.9,D,Fail
44,16,84,65,100,5,6.5,1.5,7.2,D,Fail
29,80,31,41,77,9,5.4,2.9,4.7,F,Fail
27,10,77,38,46,18,3.3,3.7,7.4,F,Fail
8,46,32,61,96,18,5.8,2.1,8.5,F,Fail
28,49,97,12,0,33,1.2,4.7,8.2,F,Fail
63,60,28,38,87,25,4.6,0.6,8.6,D,Fail
66,6,57,48,52,64,1.1,4.0,4.4,D,Fail
2,78,28,31,25,15,1.1,3.6,7.2,F,Fail
64,92,85,79,40,50,3.0,2.7,7.1,C,Pass
18,65,40,44,14,2,1.1,2.0,7.9,F,Fail
17,50,47,65,95,7,7.1,1.9,7.3,D,Fail
35,78,91,56,48,44,4.2,2.6,9.9,D,Pass
19,63,92,92,66,82,1.5,3.6,7.7,C,Fail
54,61,3,59,74,94,6.0,0.0,5.3,D,Fail
61,48,8,91,30,97,6.4,2.7,4.4,D,Fail
7,72,57,100,44,61,6.6,2.6,4.8,D,Fail
100,82,63,43,28,58,2.2,1.0,9.3,C,Fail
28,57,16,15,86,94,5.2,3.3,9.3,D,Fail
100,85,61,41,75,41,3.9,3.6,6.3,C,Pass
58,56,39,58,1,93,7.1,3.6,8.5,D,Fail
79,80,89,1,49,11,4.1,2.3,9.8,D,Fail
61,37,66,37,66,93,2.6,2.6,9.0,C,Pass
20,12,26,99,6,21,1.4,3.9,8.9,F,Fail
95,22,69,87,83,100,6.2,0.8,5.3,B,Fail
36,62,21,69,20,95,2.7,2.8,4.2,D,Fail
49,47,5,88,55,58,4.6,3.7,6.6,D,Fail
76,17,1,7,74,96,5.0,0.3,4.6,D,Fail
19,11,42,60,30,90,6.6,4.3,10.0,F,Fail
34,94,14,15,12,34,1.2,1.8,8.7,F,Fail
74,29,47,34,85,37,1.1,4.6,8.2,D,Fail
99,31,54,78,57,98,7.6,2.1,6.4,C,Fail
82,24,67,60,28,18,4.1,3.5,6.3,D,Fail
19,47,82,86,23,10,7.5,1.7,7.2,F,Fail
58,4,50,20,11,49,5.5,4.0,8.3,F,Fail
24,13,74,31,10,60,5.7,3.4,6.2,F,Fail
86,74,20,43,4,86,5.8,3.5,7.9,D,Fail
73,21,82,64,63,70,5.2,0.9,8.2,C,Fail
85,46,80,92,45,13,1.4,3.4,4.1,C,Fail
58,42,78,11,39,19,7.7,2.7,6.9,F,Fail
93,12,76,65,36,48,2.9,4.6,7.5,D,Fail
71,39,42,21,19,7,1.5,1.2,9.5,F,Fail
83,54,15,45,61,6,4.5,4.9,8.1,F,Fail
26,52,86,87,72,34,2.4,1.1,8.1,D,Fail
94,56,7,78,94,93,1.9,1.7,6.6,C,Fail
11,48,16,63,41,93,3.1,2.8,8.7,D,Fail
70,57,33,19,49,87,1.7,0.8,4.9,D,Fail
2,36,39,71,39,55,2.1,1.0,7.8,F,Fail
92,93,55,59,9,38,3.6,1.8,5.8,D,Fail
35,100,25,85,3,94,6.4,0.4,9.9,D,Fail
86,21,1,30,10,91,5.3,0.8,6.9,F,Fail
9,39,23,98,43,59,4.4,0.4,6.8,D,Fail
94,56,54,52,55,97,4.2,3.6,7.4,C,Pass
75,39,16,14,14,78,4.8,4.2,9.9,F,Fail
8,39,19,89,90,84,4.4,3.7,7.0,D,Fail
43,37,82,59,70,98,6.6,0.6,8.2,C,Pass
58,88,95,61,12,80,6.7,2.6,8.4,C,Fail
59,89,13,94,53,3,7.8,4.7,8.4,D,Fail
58,62,37,91,52,93,7.0,2.5,6.4,C,Pass
79,21,95,37,71,71,3.6,3.9,5.5,C,Fail
9,2,58,75,48,58,6.9,4.0,5.1,F,Fail
88,40,30,84,83,21,6.3,3.1,7.6,D,Fail
48,19,76,80,53,35,4.2,1.8,4.6,D,Fail
57,71,90,22,45,71,2.5,1.2,9.5,D,Fail
38,100,27,88,60,15,5.3,3.8,7.1,D,Fail
29,12,95,92,93,81,2.2,0.2,5.2,C,Fail
54,80,39,82,14,72,4.3,3.9,4.7,D,Fail
51,29,32,56,51,8,6.9,0.8,4.1,F,Fail
97,79,8,31,14,11,6.1,0.6,7.6,F,Fail
71,26,61,11,64,41,3.7,3.8,4.8,D,Fail
16,96,31,92,84,84,6.8,4.6,6.2,C,Fail
36,63,53,71,48,98,3.9,1.5,6.0,C,Pass
65,62,82,27,16,5,5.7,1.6,9.1,F,Fail
36,67,85,89,48,42,3.4,2.3,8.1,C,Pass
80,99,59,82,57,98,2.0,1.6,9.1,B,Pass
41,81,47,39,96,62,7.9,4.7,6.7,C,Pass
37,26,8,15,55,75,2.9,1.7,6.7,F,Fail
33,66,23,72,25,19,6.3,2.9,9.4,F,Fail
4,66,57,26,79,14,4.2,4.3,5.5,F,Fail
46,33,86,94,49,83,6.3,1.5,5.8,C,Pass
0,88,65,29,2,20,4.0,4.2,4.7,F,Fail
61,96,37,14,51,78,4.0,0.8,4.7,D,Fail
4,69,46,86,67,90,7.5,4.1,7.4,C,Fail
22,63,66,39,9,88,7.6,0.4,5.5,D,Fail
63,4,52,54,36,55,1.6,2.9,5.4,F,Fail
58,1,64,59,50,29,7.0,1.1,9.2,F,Fail
76,71,62,63,60,53,4.0,4.0,4.2,C,Pass
57,84,55,33,30,51,1.2,2.6,5.3,D,Fail
100,0,64,62,53,41,6.8,4.1,6.9,D,Fail
79,7,61,46,16,16,4.9,0.8,9.0,F,Fail
77,44,5,34,13,71,6.7,4.1,6.3,F,Fail
30,34,59,5,68,85,1.5,2.1,7.6,D,Fail
46,4,89,19,5,69,5.6,3.1,6.0,F,Fail
13,77,12,6,43,14,5.3,4.7,8.0,F,Fail
80,34,18,19,99,34,3.8,4.2,8.9,D,Fail
60,16,70,49,64,98,3.5,2.1,8.1,D,Fail
13,36,78,67,39,58,1.2,4.5,4.9,D,Fail
89,27,95,65,30,2,2.6,2.5,8.4,D,Fail
72,44,65,7,70,56,3.0,0.5,5.9,D,Fail
68,92,38,59,97,42,7.3,3.3,4.0,C,Pass
55,3,92,22,5,31,4.0,1.2,7.3,F,Fail
72,100,73,83,5,62,2.9,0.0,9.9,C,Fail
3,62,67,80,40,82,3.4,3.4,8.8,D,Fail
21,64,83,21,10,76,7.9,0.1,7.6,D,Fail
86,13,96,17,72,22,1.5,4.4,6.5,D,Fail
86,29,24,27,97,24,6.6,3.6,8.1,D,Fail
93,40,24,77,98,47,2.1,1.2,4.1,C,Fail
20,85,44,6,80,63,3.0,1.4,4.2,D,Fail
81,53,74,15,17,98,1.2,2.9,4.1,D,Fail
46,47,41,75,59,76,5.0,0.0,4.4,D,Pass
26,26,78,71,6,62,3.6,2.7,4.3,F,Fail
11,12,42,16,62,80,2.6,4.1,9.6,F,Fail
79,35,27,92,46,75,3.0,1.4,6.0,D,Fail
70,51,36,28,66,14,3.8,2.6,5.0,F,Fail
20,63,36,26,54,28,2.0,1.3,6.2,F,Fail
21,95,15,17,68,53,1.2,2.0,8.2,F,Fail
12,42,61,92,99,21,3.4,1.6,4.7,D,Fail
18,37,69,78,56,19,5.7,4.1,6.4,D,Fail
19,86,74,36,21,57,1.2,4.9,4.2,D,Fail
8,94,6,67,18,93,3.5,3.8,7.0,D,Fail
30,82,94,52,31,65,4.0,2.2,7.7,D,Fail
87,16,95,15,15,45,1.2,2.1,5.7,D,Fail
10,84,3,70,25,49,2.8,2.4,7.0,F,Fail
95,64,46,91,52,70,2.8,4.3,4.6,C,Pass
25,74,39,49,42,74,6.9,1.6,8.1,D,Fail
53,65,48,15,1,59,1.0,1.9,4.9,F,Fail
95,9,59,41,39,96,5.4,3.7,5.3,D,Fail
36,79,21,56,83,26,6.1,1.7,6.9,D,Fail
65,11,39,72,75,89,1.1,0.4,5.6,D,Fail
19,38,59,65,64,50,4.8,0.9,5.8,D,Fail
30,56,77,65,28,14,7.2,2.9,7.4,D,Fail
23,20,9,77,100,17,1.9,4.0,9.2,F,Fail
21,69,35,44,35,21,4.7,3.5,9.4,F,Fail
88,95,32,44,35,19,7.6,1.5,4.0,D,Fail
15,58,68,67,20,77,4.1,0.2,8.1,D,Fail
80,86,13,60,70,45,1.9,0.5,9.0,D,Fail
43,97,4,26,86,77,1.8,0.0,8.3,D,Fail
16,91,82,53,61,86,6.7,4.5,8.9,C,Fail
4,72,28,69,24,94,3.7,3.0,6.3,D,Fail
88,71,0,83,43,86,1.6,4.1,9.9,C,Fail
74,28,53,89,15,98,7.2,2.3,5.9,D,Fail
52,0,80,65,28,83,5.8,1.6,4.8,D,Fail
2,59,34,68,90,75,5.0,1.3,8.8,D,Fail
18,90,44,42,12,12,1.2,1.4,6.7,F,Fail
52,85,42,82,71,71,7.7,0.5,6.9,C,Pass
42,76,27,8,19,55,1.4,0.5,7.5,F,Fail
94,54,77,10,25,41,6.7,0.2,7.0,D,Fail
63,5,45,41,91,64,7.8,2.7,4.8,D,Fail
46,6,10,60,67,24,5.9,3.9,6.0,F,Fail
50,36,45,52,87,79,1.4,3.8,8.2,D,Pass
56,3,74,95,48,6,4.2,2.1,9.6,D,Fail
86,44,22,27,56,25,6.7,2.3,4.5,F,Fail
13,77,34,29,91,16,1.7,0.6,9.6,F,Fail
44,78,88,50,46,52,4.1,3.2,4.4,D,Pass
86,88,6,21,80,81,2.4,0.9,5.6,C,Fail
49,90,51,32,0,52,5.7,0.2,7.7,D,Fail
89,3,0,70,93,49,7.1,2.9,6.1,D,Fail
82,35,49,42,26,31,7.4,2.0,5.8,F,Fail
15,98,46,58,30,3,5.3,2.6,5.9,F,Fail
47,38,3,29,29,21,4.3,3.2,9.0,F,Fail
17,89,52,70,0,57,7.9,1.6,6.4,D,Fail
43,71,23,85,18,100,4.0,5.0,4.1,D,Fail
41,32,73,100,11,93,1.2,4.9,4.5,D,Fail
28,32,61,14,1,51,1.2,0.6,4.8,F,Fail
6,42,81,37,36,57,4.1,0.2,8.9,F,Fail
67,81,67,97,92,87,4.9,4.1,7.8,B,Pass
24,56,84,54,15,94,4.8,3.0,5.3,D,Fail
48,8,57,44,21,31,6.8,3.9,5.7,F,Fail
58,73,38,14,70,28,1.1,0.7,8.5,D,Fail
28,78,34,5,11,37,4.6,2.4,6.3,F,Fail
83,46,3,50,84,66,1.5,2.9,7.4,D,Fail
8,59,77,76,70,14,6.4,4.1,9.4,D,Fail
100,43,0,9,79,71,3.1,0.4,5.0,D,Fail
80,59,25,77,40,35,3.5,4.9,8.1,D,Fail
42,24,17,61,12,42,4.9,0.4,4.0,F,Fail
56,91,50,55,26,31,4.4,2.1,4.1,D,Fail
96,67,45,97,66,25,5.2,3.6,5.9,C,Fail
93,44,12,68,24,19,2.3,4.0,8.1,F,Fail
44,46,62,75,76,54,6.5,5.0,5.4,D,Pass
13,44,43,87,64,50,6.2,3.1,4.1,D,Fail
18,81,75,54,91,91,6.1,1.9,7.1,C,Fail
51,48,36,25,98,97,5.6,2.3,8.1,D,Fail
86,53,21,15,27,34,3.8,0.7,5.0,F,Fail
85,84,25,84,24,64,3.5,1.5,8.4,C,Fail
22,95,29,76,17,86,2.7,3.3,5.2,D,Fail
90,44,43,81,87,46,1.2,1.8,8.7,C,Pass
83,90,5,90,8,56,6.6,3.7,7.7,D,Fail
76,48,86,19,100,91,5.2,2.6,5.7,C,Fail
40,5,74,37,5,44,3.2,0.5,4.8,F,Fail
98,96,23,18,17,63,4.9,2.0,7.1,D,Fail
61,0,99,24,44,48,7.0,2.9,9.3,D,Fail
97,92,18,22,82,24,6.2,4.6,7.4,D,Fail
18,96,33,79,54,17,3.1,2.8,7.5,D,Fail
69,95,47,38,30,9,4.6,1.1,5.7,D,Fail
72,94,14,3,62,39,5.7,4.0,9.6,D,Fail
15,14,98,51,68,4,5.0,3.3,8.1,F,Fail
12,3,41,73,60,94,1.9,3.2,5.9,D,Fail
8,93,10,98,100,41,7.0,2.5,8.0,D,Fail
73,72,51,70,1,55,7.5,3.1,8.8,D,Fail
84,22,28,77,89,50,7.2,0.8,4.9,D,Fail
19,54,80,1,24,12,4.0,3.2,8.4,F,Fail
66,57,98,81,74,83,6.2,1.2,6.4,B,Pass
82,61,15,87,67,14,6.3,4.5,9.1,D,Fail
48,82,99,6,29,82,6.5,4.5,5.6,D,Fail
50,71,81,91,79,82,7.1,1.5,9.2,B,Pass
26,9,33,35,24,5,5.8,4.7,8.1,F,Fail
24,54,80,45,23,74,4.6,0.6,5.9,D,Fail
2,74,37,60,77,50,7.7,1.6,8.0,D,Fail
93,58,71,50,19,95,6.5,4.0,9.9,C,Fail
28,62,71,55,67,34,7.1,0.8,4.3,D,Fail
26,0,90,79,70,43,2.4,4.1,8.1,D,Fail
32,49,62,99,36,58,5.2,2.3,9.0,D,Fail
95,2,46,61,98,13,5.7,3.5,6.2,D,Fail
16,23,22,81,49,77,3.3,0.4,6.1,F,Fail
49,35,7,78,2,61,7.6,1.5,8.7,F,Fail
95,60,31,93,12,0,1.4,1.3,7.2,D,Fail
92,97,81,70,92,30,1.9,2.1,4.4,B,Fail
90,53,1,80,100,77,7.1,2.7,6.8,C,Fail
60,21,34,100,15,49,5.5,2.1,6.7,D,Fail
57,1,3,84,38,97,6.2,1.6,9.1,D,Fail
68,19,63,15,50,36,2.4,2.1,5.3,F,Fail
8,99,85,63,85,21,6.8,3.8,8.4,C,Fail
96,17,70,64,96,0,1.8,2.6,6.1,D,Fail
42,58,31,32,27,54,1.2,5.0,5.4,F,Fail
86,87,55,12,55,17,4.2,3.7,8.1,D,Fail
60,41,80,78,17,22,5.7,0.2,7.2,D,Fail
67,66,70,17,6,39,3.0,3.9,9.3,F,Fail
48,51,28,20,89,77,7.0,1.6,9.7,D,Fail
55,50,69,19,87,26,1.0,1.5,5.4,D,Fail
23,46,70,82,85,62,1.4,1.1,6.2,C,Fail
92,21,74,83,28,40,4.8,4.2,6.0,D,Fail
17,16,37,13,86,88,6.9,4.6,8.3,F,Fail
18,56,43,97,34,0,6.7,2.7,4.5,F,Fail
50,0,90,20,52,15,2.2,4.3,4.1,F,Fail
79,91,64,99,73,63,7.4,4.1,9.3,B,Pass
43,52,70,78,33,45,7.7,3.8,6.7,D,Pass
95,18,1,9,49,80,4.5,4.0,8.4,F,Fail
83,0,53,57,69,82,3.6,2.1,4.2,D,Fail
25,76,6,78,43,26,3.5,0.2,5.1,F,Fail
63,90,56,68,60,1,6.3,0.5,9.9,D,Fail
79,77,28,25,34,78,5.4,3.2,6.7,D,Fail
40,22,70,2,57,31,5.9,4.6,8.9,F,Fail
60,13,51,95,5,9,2.0,3.0,8.9,F,Fail
59,80,96,73,62,41,5.0,4.7,7.5,C,Pass
31,14,61,26,27,80,2.4,2.4,6.8,F,Fail
35,70,12,14,88,86,3.9,0.4,7.5,D,Fail
74,73,24,100,47,42,1.6,1.0,7.3,C,Fail
96,16,87,100,56,1,3.8,1.2,8.9,D,Fail
67,80,16,49,93,39,6.0,1.2,6.7,D,Fail
28,23,73,16,17,41,2.2,4.6,6.0,F,Fail
72,13,48,28,94,3,7.7,3.7,7.6,F,Fail
8,76,78,26,14,91,2.6,3.7,9.5,D,Fail
88,25,25,45,91,48,4.1,2.4,6.1,D,Fail
41,18,16,32,75,48,3.2,3.6,8.8,F,Fail
25,98,71,51,99,6,3.4,2.7,4.2,D,Fail
53,61,0,48,24,9,1.4,1.9,7.5,F,Fail
91,5,15,19,79,70,6.2,2.7,5.2,D,Fail
70,32,25,44,83,62,1.7,2.7,6.4,D,Fail
1,13,29,48,11,89,4.7,3.5,5.5,F,Fail
97,25,20,27,47,99,1.4,0.1,6.1,D,Fail
76,22,80,47,1,83,7.0,4.7,7.0,D,Fail
39,65,99,77,15,82,3.4,3.2,4.4,C,Fail
63,99,21,17,11,51,6.7,3.0,6.4,F,Fail
70,95,47,18,5,83,7.1,0.4,8.7,D,Fail
58,68,10,14,63,2,2.2,3.5,7.2,F,Fail
14,2,92,69,16,25,1.3,1.6,7.4,F,Fail
71,87,34,13,13,9,7.5,2.6,5.6,F,Fail
40,9,16,16,66,61,6.7,2.4,4.3,F,Fail
41,12,97,84,85,3,5.1,0.6,4.7,D,Fail
73,97,5,7,50,10,5.4,3.0,6.9,F,Fail
7,10,52,99,9,84,6.6,0.9,4.5,F,Fail
75,13,53,84,85,20,2.0,0.3,9.4,D,Fail
86,6,8,0,25,37,6.9,4.3,5.9,F,Fail
73,61,5,16,50,37,4.4,0.4,9.8,F,Fail
69,84,56,38,87,32,4.0,0.4,4.6,C,Fail
95,75,47,41,26,73,4.5,3.8,4.4,D,Fail
25,24,74,22,97,56,1.4,4.2,4.7,D,Fail
63,70,32,84,1,17,1.7,2.0,7.7,F,Fail
50,17,87,71,29,43,2.6,2.0,10.0,D,Fail
65,57,89,35,32,46,3.0,2.6,9.1,D,Fail
81,100,93,18,57,22,2.9,0.8,4.6,C,Fail
33,52,7,17,56,4,2.2,0.3,5.9,F,Fail
2,89,57,75,1,74,6.2,2.7,9.2,D,Fail
75,1,100,6,25,89,5.0,0.6,7.5,D,Fail
59,72,31,14,100,12,5.5,4.5,7.7,D,Fail
52,49,14,6,39,27,5.7,1.5,5.1,F,Fail
84,69,64,3,10,25,7.6,5.0,6.7,F,Fail
90,39,76,22,15,93,6.4,2.1,7.4,D,Fail
52,24,43,11,89,100,3.1,0.2,7.0,D,Fail
68,53,53,27,55,98,1.9,4.7,8.5,D,Fail
57,77,74,41,37,67,5.4,1.1,7.8,D,Pass
100,50,73,42,14,37,3.2,2.0,5.5,D,Fail
9,11,3,94,17,79,6.0,4.9,6.3,F,Fail
35,100,66,8,60,52,2.3,4.7,5.3,D,Fail
97,77,3,92,40,44,2.7,1.5,9.5,D,Fail
68,97,0,38,95,89,1.8,4.8,9.2,C,Fail
45,41,38,89,48,61,5.7,2.1,8.2,D,Pass
72,67,70,86,1,48,5.8,3.3,4.2,D,Fail
30,39,47,50,42,97,7.0,2.3,6.2,D,Fail
56,76,14,26,67,79,4.3,1.9,9.8,D,Fail
85,85,48,75,54,84,3.9,4.4,5.2,C,Pass
86,52,83,78,22,27,3.2,2.0,7.0,D,Fail
36,76,18,29,44,17,2.2,2.6,8.3,F,Fail
18,43,6,43,67,33,6.7,0.0,6.7,F,Fail
40,76,68,9,9,90,7.9,0.3,4.6,D,Fail
91,77,84,29,84,48,1.2,3.9,4.8,C,Fail
94,51,60,39,37,42,1.2,3.9,4.1,D,Pass
77,96,61,92,42,48,7.9,1.3,7.1,C,Pass
56,0,70,57,90,20,7.6,0.3,9.6,D,Fail
19,53,24,27,4,20,5.1,1.4,5.7,F,Fail
96,64,2,41,20,98,1.6,0.8,6.6,D,Fail
54,83,51,43,97,84,4.3,3.6,6.4,C,Pass
76,86,72,80,65,18,7.6,0.5,5.0,C,Fail
41,58,19,72,16,26,2.8,2.2,8.2,F,Fail
16,68,38,81,70,80,7.2,0.5,4.3,D,Fail
24,68,29,75,67,87,1.4,1.4,4.6,D,Fail
68,17,41,56,82,11,1.9,4.3,8.9,D,Fail
22,80,0,78,31,8,6.5,2.4,8.8,F,Fail
85,26,82,75,19,64,2.3,3.8,5.4,D,Fail
58,95,61,85,17,45,1.6,3.5,7.9,C,Fail
48,92,81,43,71,53,7.5,3.3,6.3,C,Pass
37,58,8,72,71,50,7.7,1.2,6.1,D,Fail
3,38,83,63,24,27,3.2,2.6,8.1,F,Fail
22,47,19,37,54,67,6.8,0.7,8.5,F,Fail
94,11,4,49,41,11,4.6,3.9,7.1,F,Fail
16,67,70,61,40,94,6.9,1.9,7.0,D,Fail
33,69,44,57,50,33,6.9,0.2,9.1,D,Pass
31,66,2,85,85,73,1.8,0.3,6.9,D,Fail
16,6,12,65,3,9,3.0,1.2,5.3,F,Fail
68,95,73,8,90,76,3.6,2.0,9.9,C,Fail
58,98,2,67,100,39,6.0,1.8,5.6,C,Fail
88,39,76,67,45,77,1.1,3.2,5.1,C,Pass
98,80,1,76,51,65,3.3,3.5,8.6,C,Fail
54,66,98,59,57,11,6.1,3.5,9.9,D,Fail
40,56,52,11,12,73,2.1,3.8,7.4,F,Fail
44,34,2,4,89,10,6.1,0.9,7.3,F,Fail
33,66,71,30,74,70,3.1,4.6,4.7,D,Fail
19,56,97,49,79,24,4.9,1.5,6.7,D,Fail
69,22,90,69,37,1,7.3,3.1,6.6,D,Fail
92,71,36,48,51,32,4.2,2.6,4.2,D,Fail
37,36,93,94,63,9,2.9,2.2,10.0,D,Fail
86,96,15,53,34,97,7.1,2.6,6.8,C,Fail
58,68,91,52,44,19,5.4,0.4,4.7,D,Fail
26,25,6,41,46,52,1.9,1.9,8.9,F,Fail
52,14,95,25,47,94,5.0,4.7,9.1,D,Fail
50,38,3,2,63,28,7.5,0.1,8.2,F,Fail
26,96,20,38,94,45,1.2,0.5,8.1,D,Fail
64,62,98,34,30,27,7.9,4.6,6.6,D,Fail
66,62,50,1,81,63,6.8,4.3,6.8,D,Fail
60,30,9,75,35,84,1.5,4.9,6.2,D,Fail
73,4,89,60,84,89,6.0,1.3,5.9,C,Fail
14,15,0,15,36,2,7.1,4.5,6.7,F,Fail
54,20,65,53,26,37,4.5,2.9,4.8,F,Fail
88,10,71,7,96,70,2.3,0.5,9.5,D,Fail
62,84,63,19,7,57,5.2,3.2,7.2,D,Fail
8,14,93,25,9,28,6.1,4.3,5.1,F,Fail
36,85,70,22,40,92,1.1,0.2,7.4,D,Fail
13,96,72,90,87,76,1.2,3.7,7.8,C,Fail
91,71,86,92,4,41,2.4,1.8,4.8,C,Fail
45,65,24,72,26,0,1.5,2.6,6.1,F,Fail
66,5,57,69,52,65,1.5,3.3,8.9,D,Fail
21,36,19,23,83,64,1.1,2.2,4.2,F,Fail
93,2,45,54,74,87,2.6,2.5,9.5,D,Fail
64,23,73,34,23,27,2.6,1.0,8.5,F,Fail
53,78,15,14,97,10,6.8,2.5,9.5,F,Fail
68,98,12,9,74,81,7.9,4.5,4.3,D,Fail
70,58,38,2,75,6,7.2,1.0,9.7,F,Fail
1,70,31,3,19,35,2.3,2.6,6.8,F,Fail
34,29,53,35,54,88,4.6,2.6,4.6,D,Fail
50,21,87,100,52,99,2.2,4.6,8.9,C,Fail
49,79,40,17,21,65,5.7,3.4,7.8,D,Fail
38,28,53,89,84,16,7.2,2.8,9.0,D,Fail
77,48,100,1,47,13,7.9,4.9,8.1,D,Fail
50,83,1,40,82,100,6.7,2.2,6.9,D,Fail
13,11,98,4,80,31,7.6,0.9,9.2,F,Fail
8,48,32,99,99,17,2.9,4.6,7.8,D,Fail
77,24,14,5,41,28,5.8,1.5,6.7,F,Fail
48,43,79,74,13,2,3.8,3.0,4.6,F,Fail
44,81,57,19,57,88,6.6,0.4,6.5,D,Fail
96,91,51,36,7,43,6.4,3.2,9.9,D,Fail
44,8,31,32,66,29,2.5,3.9,5.2,F,Fail
29,8,25,1,61,2,5.4,2.1,5.0,F,Fail
43,34,54,86,8,1,1.5,0.3,4.7,F,Fail
46,1,95,81,76,68,4.1,3.5,8.4,C,Fail
42,88,33,100,29,70,1.9,2.9,5.8,C,Fail
2,25,56,23,52,69,6.6,3.0,9.3,F,Fail
99,65,10,97,89,17,2.0,0.5,4.1,C,Fail
21,52,58,93,29,7,7.2,4.8,5.2,F,Fail
24,18,4,74,78,71,5.8,4.7,7.8,F,Fail
26,61,82,49,41,28,4.0,3.6,6.7,D,Fail
82,96,15,22,6,25,2.2,1.8,6.6,F,Fail
68,48,25,4,21,78,7.1,3.3,6.7,F,Fail
17,29,25,15,76,38,4.6,2.2,4.8,F,Fail
1,5,45,49,37,87,5.2,3.6,7.7,F,Fail
16,61,28,57,69,77,3.3,4.8,7.2,D,Fail
98,13,21,50,22,47,3.6,0.5,7.7,F,Fail
9,54,8,78,51,1,7.0,4.7,9.6,F,Fail
34,2,58,69,47,63,5.1,0.5,9.8,D,Fail
75,4,66,10,93,67,6.4,3.4,7.7,D,Fail
81,11,76,40,1,36,2.7,4.9,6.3,F,Fail
99,10,57,45,28,34,5.4,0.2,5.2,D,Fail
42,79,73,48,63,31,3.4,1.7,4.0,D,Fail
37,30,25,28,66,77,6.2,0.2,4.7,F,Fail
89,17,8,37,86,20,6.7,2.0,9.7,F,Fail
69,43,99,27,44,16,7.4,0.4,9.6,D,Fail
75,75,65,45,85,86,7.0,1.4,9.7,C,Pass
98,90,65,87,30,32,2.9,2.0,9.9,C,Fail
59,30,10,86,1,26,7.5,3.3,8.9,F,Fail
4,51,44,84,92,19,4.5,0.4,8.1,D,Fail
1,31,25,69,40,66,5.5,0.9,9.2,F,Fail
11,47,24,56,34,75,6.3,2.9,5.6,F,Fail
56,46,53,2,52,83,4.5,2.3,8.5,D,Fail
71,87,49,83,15,75,3.1,0.0,9.8,C,Fail
95,87,46,43,8,86,1.7,3.1,6.1,C,Fail
14,35,62,68,85,79,6.0,4.4,4.8,D,Fail
6,3,89,68,59,54,4.0,0.8,8.2,D,Fail
22,13,78,48,32,24,2.3,2.4,6.2,F,Fail
57,13,92,19,29,18,6.6,1.7,8.8,F,Fail
61,32,17,72,32,31,4.4,2.9,5.4,F,Fail
98,100,33,83,24,67,7.8,3.9,4.6,C,Fail
15,89,60,93,79,6,3.3,2.7,7.3,D,Fail
11,34,20,49,42,99,2.9,0.9,7.0,F,Fail
26,19,24,65,8,91,5.6,1.2,6.9,F,Fail
96,54,0,100,69,44,6.2,0.3,9.1,C,Fail
13,53,70,45,30,87,2.3,1.4,5.6,D,Fail
13,35,57,23,62,90,3.6,4.6,7.3,D,Fail
17,36,25,8,98,63,1.3,3.6,7.2,F,Fail
29,52,91,98,62,10,6.6,3.9,7.1,D,Fail
86,18,11,14,30,42,3.6,3.8,7.2,F,Fail
25,1,83,14,3,85,7.5,3.2,8.8,F,Fail
74,27,65,7,28,10,6.5,0.8,7.1,F,Fail
73,98,8,98,10,62,5.7,0.9,8.3,D,Fail
55,27,74,38,24,20,6.2,5.0,8.0,F,Fail
20,59,95,49,22,12,7.2,0.3,6.7,F,Fail
34,100,20,57,17,96,4.2,1.4,6.2,D,Fail
94,97,5,85,77,66,7.2,2.9,6.0,C,Fail
14,22,28,80,95,6,1.8,1.9,5.4,F,Fail
31,69,87,5,26,81,1.6,0.5,5.2,D,Fail
39,46,78,74,85,23,2.7,4.2,5.3,D,Fail
27,70,22,84,33,10,5.6,0.5,9.7,F,Fail
27,81,77,81,91,23,5.8,4.4,8.2,C,Fail
3,90,99,4,96,48,2.9,2.6,7.4,D,Fail
25,56,36,97,6,39,2.3,1.8,4.6,F,Fail
77,52,3,81,24,6,4.5,0.0,7.0,F,Fail
19,82,10,66,86,6,5.7,1.1,5.3,F,Fail
18,57,8,47,81,40,2.2,4.0,8.3,F,Fail
24,18,38,78,79,26,1.1,2.0,7.3,F,Fail
27,84,77,32,9,82,7.0,0.8,9.8,D,Fail
74,47,1,75,53,5,1.7,1.5,7.8,F,Fail
93,1,72,1,92,96,6.8,4.8,8.7,D,Fail
59,96,5,18,95,26,1.4,1.9,6.7,D,Fail
31,68,16,7,56,41,4.2,0.7,6.3,F,Fail
70,78,52,53,83,24,3.1,3.4,8.2,C,Fail
